OBJECTID,osm1,code1,region1,osm2,code2,region2,type
12369,597928318,5601,9,569345474,5114,5,adj
12548,4796291636,5621,9,569345474,5114,5,adj
12570,4796291641,5621,9,388696207,5114,5,adj
12579,4796291643,5621,9,388696207,5114,5,adj
12589,4796291644,5621,9,388696207,5114,5,adj
12633,4798293330,5621,9,358290454,5113,6,adj
12950,5309536565,5621,9,814296537,6103,12,adj
12951,5309536565,5621,9,817371315,6103,12,adj
13045,5395639258,5621,9,195743342,5114,8,adj
13046,5395639258,5621,9,36185332,5114,8,adj
13131,6121499166,5621,9,814296537,6103,12,adj
13132,6121499166,5621,9,817371315,6103,12,adj
13244,6937215656,5621,9,195743334,5114,8,adj
13246,6937215656,5621,9,584971419,5114,12,adj
13247,6937215656,5621,9,587061863,5114,12,adj
13248,6937215656,5621,9,760727187,5114,8,adj
13261,7066686015,5621,9,814296537,6103,12,adj
13262,7066686015,5621,9,817371315,6103,12,adj
13263,7066686015,5621,9,420886628,5114,12,adj
13283,7142969916,5601,9,569345474,5114,5,adj
13416,357620798,2082,9,195743334,5114,8,adj
13585,357650785,2204,9,5672515,5114,6,adj
13888,2357937212,2544,9,388696207,5114,5,adj
14192,2629371817,2566,9,5672515,5114,6,adj
14301,2629371851,2251,9,5672515,5114,6,adj
14426,2710091465,2301,9,195743342,5114,8,adj
14427,2710091465,2301,9,5670874,5114,8,adj
14429,2710091465,2301,9,5672290,5114,8,adj
14431,2710091465,2301,9,422298615,5114,5,adj
15411,3618689144,2517,9,375165501,5113,6,adj
15428,3708656575,2566,9,5672515,5114,6,adj
15655,4479054694,2303,9,440122867,5114,8,adj
15656,4479054694,2303,9,224424139,5152,8,adj
15968,5101131721,2502,9,375165501,5113,6,adj
16013,5215252922,2304,9,358290454,5113,6,adj
16153,5403598295,2301,9,169381960,5113,6,adj
16164,5403598295,2301,9,658157667,5152,6,adj
16297,5510161975,2518,9,814296537,6103,12,adj
16298,5510161975,2518,9,817371315,6103,12,adj
16309,5510187115,2568,9,814296537,6103,12,adj
16310,5510187115,2568,9,817371315,6103,12,adj
16321,5512636199,2568,9,814296537,6103,12,adj
16322,5512636199,2568,9,817371315,6103,12,adj
16370,5540462860,2301,9,814296537,6103,12,adj
16371,5540462860,2301,9,817371315,6103,12,adj
16436,5556738950,2568,9,814296537,6103,12,adj
16437,5556738950,2568,9,817371315,6103,12,adj
16454,5573612903,2543,9,814296537,6103,12,adj
16455,5573612903,2543,9,817371315,6103,12,adj
16466,5573636404,2303,9,814296537,6103,12,adj
16467,5573636404,2303,9,817371315,6103,12,adj
16640,5609682355,2566,9,814296537,6103,12,adj
16641,5609682355,2566,9,817371315,6103,12,adj
16642,5609682355,2566,9,420886628,5114,12,adj
16686,5618748373,2301,9,658006846,5153,12,adj
16688,5618748373,2301,9,658006853,5153,12,adj
16849,5672897884,2561,9,814296537,6103,12,adj
16850,5672897884,2561,9,817371315,6103,12,adj
16983,5714318113,2512,9,569345474,5114,5,adj
16991,5714372067,2203,9,375165501,5113,6,adj
17341,5802089255,2529,9,814296537,6103,12,adj
17342,5802089255,2529,9,817371315,6103,12,adj
17343,5802089255,2529,9,420886628,5114,12,adj
18603,6270653121,2301,9,440122867,5114,8,adj
18647,6343311740,2302,9,658006846,5153,12,adj
18649,6343311740,2302,9,658006853,5153,12,adj
18806,6389219613,2305,9,814296537,6103,12,adj
18807,6389219613,2305,9,817371315,6103,12,adj
18823,6403172120,2512,9,375165501,5113,6,adj
19095,6680686158,2525,9,569345474,5114,5,adj
19110,6680686159,2601,9,569345474,5114,5,adj
19588,6920873874,2004,9,195743334,5114,8,adj
19590,6920873874,2004,9,584971419,5114,12,adj
19591,6920873874,2004,9,587061863,5114,12,adj
19592,6920873874,2004,9,760727187,5114,8,adj
19595,6920898110,2004,9,440122867,5114,8,adj
19597,6920898112,2004,9,195743339,5114,8,adj
19599,6920898112,2004,9,435188577,5153,8,adj
19601,6920898112,2004,9,435188583,5153,8,adj
19603,6920898112,2004,9,561816395,5152,8,adj
19605,6920898112,2004,9,587061856,5114,8,adj
19612,6937215654,2004,9,195743339,5114,8,adj
20225,7618664791,2004,9,195743334,5114,8,adj
20226,7618664791,2004,9,440122867,5114,8,adj
20227,7618664791,2004,9,224424139,5152,8,adj
20767,357650737,2204,9,2389587,8200,13,adj
20770,368045890,2014,9,2389587,8200,13,adj
23075,5669236,5114,9,499914751,5114,12,adj
23078,5669236,5114,9,658006851,5153,12,adj
23080,5669236,5114,9,226015240,5152,12,adj
23089,5669236,5114,9,658006853,5153,12,adj
23143,5669709,5114,9,5672515,5114,6,adj
23176,5669841,5122,9,195743339,5114,8,adj
23290,5670029,5122,9,195743342,5114,8,adj
23291,5670029,5122,9,36185332,5114,8,adj
23300,5670186,5111,9,499914751,5114,12,adj
23304,5670186,5111,9,658006851,5153,12,adj
23306,5670186,5111,9,32961934,5111,12,adj
23307,5670186,5111,9,226015240,5152,12,adj
23315,5670186,5111,9,658006853,5153,12,adj
23324,5670236,5122,9,420886628,5114,12,adj
23326,5670236,5122,9,592374690,5114,12,adj
23332,5670236,5122,9,658006846,5153,12,adj
23334,5670236,5122,9,658006853,5153,12,adj
23433,5670572,5122,9,195743339,5114,8,adj
23504,5670874,5114,8,817383471,6103,9,adj
23505,5670874,5114,8,817383474,6103,9,adj
23508,5670874,5114,8,458180198,5114,9,adj
23515,5671222,5122,9,814296537,6103,12,adj
23516,5671222,5122,9,817371315,6103,12,adj
23525,5671248,5122,9,195743334,5114,8,adj
23564,5671357,5122,9,440122867,5114,8,adj
23629,5671574,5114,9,195743342,5114,8,adj
23630,5671574,5114,9,5672290,5114,8,adj
23633,5671623,5122,9,195743334,5114,8,adj
23749,5672290,5114,8,198595461,5122,9,adj
23750,5672290,5114,8,817383471,6103,9,adj
23751,5672290,5114,8,817383474,6103,9,adj
23753,5672290,5114,8,5671574,5114,9,adj
23754,5672290,5114,8,422298615,5114,5,adj
23774,5672411,5122,9,440122867,5114,8,adj
23795,5672515,5114,6,46372158,5152,9,adj
23796,5672515,5114,6,198924625,5111,9,adj
23797,5672515,5114,6,198924626,5111,9,adj
23798,5672515,5114,6,198924628,5111,9,adj
23799,5672515,5114,6,198924631,5111,9,adj
23800,5672515,5114,6,198924632,5111,9,adj
23801,5672515,5114,6,817383471,6103,9,adj
23802,5672515,5114,6,817383474,6103,9,adj
23803,5672515,5114,6,420357249,5114,9,adj
23804,5672515,5114,6,5669709,5114,9,adj
23805,5672515,5114,6,34769021,5111,9,adj
23806,5672515,5114,6,46211831,5122,9,adj
23807,5672515,5114,6,46211847,5111,9,adj
23808,5672515,5114,6,68668551,5114,9,adj
23809,5672515,5114,6,226015236,5153,9,adj
23810,5672515,5114,6,500906018,5153,9,adj
23811,5672515,5114,6,500906025,5153,9,adj
23812,5672515,5114,6,500906026,5153,9,adj
23813,5672515,5114,6,500906027,5153,9,adj
23814,5672515,5114,6,504052597,5153,9,adj
23815,5672515,5114,6,504052600,5153,9,adj
23816,5672515,5114,6,504052605,5153,9,adj
23817,5672515,5114,6,504052621,5153,9,adj
23818,5672515,5114,6,504052644,5153,9,adj
23819,5672515,5114,6,526561561,5153,9,adj
23820,5672515,5114,6,526561562,5153,9,adj
23821,5672515,5114,6,526582564,5114,9,adj
23842,5672629,5114,9,358290454,5113,6,adj
23844,5672629,5114,9,375165501,5113,6,adj
23863,5672941,5122,9,440122867,5114,8,adj
23864,5672941,5122,9,224424139,5152,8,adj
23911,32947289,5111,9,169381960,5113,6,adj
23920,32947289,5111,9,658157667,5152,6,adj
23941,32947509,5111,9,169381960,5113,6,adj
23953,32947509,5111,9,658157667,5152,6,adj
23978,32947559,5111,9,169381960,5113,6,adj
23987,32947559,5111,9,658157667,5152,6,adj
24100,32959993,5111,9,499914751,5114,12,adj
24104,32959993,5111,9,658006851,5153,12,adj
24106,32959993,5111,9,226015240,5152,12,adj
24191,32961934,5111,12,226015254,5152,9,adj
24192,32961934,5111,12,5670186,5111,9,adj
24193,32961934,5111,12,32961937,5111,9,adj
24194,32961934,5111,12,46240376,5114,9,adj
24196,32961934,5111,12,657958254,5114,9,adj
24197,32961934,5111,12,658006848,5153,9,adj
24199,32961934,5111,12,658157671,5153,9,adj
24201,32961934,5111,12,658157674,5153,9,adj
24202,32961934,5111,12,658157676,5153,9,adj
24203,32961934,5111,12,658157677,5153,9,adj
24204,32961934,5111,12,485176774,5114,9,adj
24205,32961934,5111,12,658006852,5153,9,adj
24210,32961937,5111,9,499914751,5114,12,adj
24213,32961937,5111,9,658006851,5153,12,adj
24215,32961937,5111,9,32961934,5111,12,adj
24216,32961937,5111,9,226015240,5152,12,adj
24223,32961937,5111,9,658006853,5153,12,adj
24235,34769021,5111,9,5672515,5114,6,adj
24257,36185332,5114,8,5670029,5122,9,adj
24258,36185332,5114,8,686125781,5114,9,adj
24345,46211829,5121,9,358290454,5113,6,adj
24367,46211831,5122,9,5672515,5114,6,adj
24465,46211835,5114,9,169381960,5113,6,adj
24606,46211847,5111,9,5672515,5114,6,adj
24687,46240376,5114,9,658006851,5153,12,adj
24688,46240376,5114,9,32961934,5111,12,adj
24689,46240376,5114,9,226015240,5152,12,adj
24700,46240376,5114,9,658006846,5153,12,adj
24702,46240376,5114,9,658006853,5153,12,adj
24760,46334594,5114,9,569345474,5114,5,adj
24764,46334594,5114,9,388696207,5114,5,adj
24816,46372158,5152,9,5672515,5114,6,adj
24837,46372158,5152,9,169381960,5113,6,adj
24846,46372158,5152,9,658157667,5152,6,adj
24873,46419223,5152,9,169381960,5113,6,adj
24886,46419223,5152,9,658157667,5152,6,adj
24903,46521995,5114,9,375165501,5113,6,adj
24906,46521995,5114,9,569345474,5114,5,adj
24986,46694760,5122,9,195743339,5114,8,adj
24989,46694760,5122,9,435188577,5153,8,adj
24991,46694760,5122,9,561816395,5152,8,adj
24993,46694760,5122,9,587061856,5114,8,adj
25129,68668522,5114,9,658157667,5152,6,adj
25161,68668551,5114,9,5672515,5114,6,adj
25344,169381960,5113,6,46372158,5152,9,adj
25345,169381960,5113,6,670988059,5152,9,adj
25346,169381960,5113,6,817383471,6103,9,adj
25347,169381960,5113,6,817383474,6103,9,adj
25348,169381960,5113,6,46419223,5152,9,adj
25349,169381960,5113,6,169381965,5113,9,adj
25350,169381960,5113,6,198595470,5111,9,adj
25351,169381960,5113,6,375163661,5114,9,adj
25352,169381960,5113,6,500906030,5153,9,adj
25353,169381960,5113,6,500906031,5153,9,adj
25354,169381960,5113,6,539018144,5111,9,adj
25355,169381960,5113,6,32947289,5111,9,adj
25356,169381960,5113,6,32947559,5111,9,adj
25357,169381960,5113,6,198595507,5111,9,adj
25358,169381960,5113,6,420357249,5114,9,adj
25359,169381960,5113,6,32947509,5111,9,adj
25360,169381960,5113,6,46211835,5114,9,adj
25361,169381960,5113,6,421851202,5114,9,adj
25362,169381960,5113,6,500906020,5153,9,adj
25363,169381960,5113,6,504052601,5153,9,adj
25364,169381960,5113,6,504052604,5153,9,adj
25365,169381960,5113,6,504052637,5153,9,adj
25366,169381960,5113,6,504052641,5153,9,adj
25367,169381960,5113,6,504052645,5153,9,adj
25368,169381960,5113,6,526561557,5153,9,adj
25369,169381960,5113,6,526561559,5153,9,adj
25370,169381960,5113,6,526561560,5153,9,adj
25372,169381960,5113,6,658157670,5152,9,adj
25407,169381965,5113,9,169381960,5113,6,adj
25416,169381965,5113,9,658157667,5152,6,adj
25558,195743326,5113,9,814296537,6103,12,adj
25559,195743326,5113,9,817371315,6103,12,adj
25560,195743326,5113,9,420886628,5114,12,adj
25564,195743334,5114,8,5671248,5122,9,adj
25565,195743334,5114,8,5671623,5122,9,adj
25566,195743334,5114,8,353220074,5122,9,adj
25569,195743339,5114,8,5670572,5122,9,adj
25570,195743339,5114,8,46694760,5122,9,adj
25571,195743339,5114,8,5669841,5122,9,adj
25573,195743339,5114,8,435188582,5153,9,adj
25574,195743339,5114,8,584971448,5114,9,adj
25575,195743342,5114,8,5670029,5122,9,adj
25576,195743342,5114,8,198595461,5122,9,adj
25577,195743342,5114,8,817383471,6103,9,adj
25578,195743342,5114,8,817383474,6103,9,adj
25579,195743342,5114,8,686125781,5114,9,adj
25581,195743342,5114,8,5671574,5114,9,adj
25582,195743342,5114,8,422298615,5114,5,adj
25637,198595461,5122,9,195743342,5114,8,adj
25638,198595461,5122,9,5672290,5114,8,adj
25661,198595470,5111,9,358290454,5113,6,adj
25668,198595470,5111,9,169381960,5113,6,adj
25682,198595470,5111,9,658157667,5152,6,adj
25707,198595507,5111,9,169381960,5113,6,adj
25716,198595507,5111,9,658157667,5152,6,adj
25734,198595549,5113,9,358290454,5113,6,adj
25780,198924625,5111,9,5672515,5114,6,adj
25818,198924626,5111,9,5672515,5114,6,adj
25856,198924628,5111,9,5672515,5114,6,adj
25895,198924631,5111,9,5672515,5114,6,adj
25933,198924632,5111,9,5672515,5114,6,adj
25956,198924727,5113,9,358290454,5113,6,adj
25963,224424139,5152,8,5672941,5122,9,adj
25965,224424139,5152,8,658583344,5122,9,adj
25990,226015236,5153,9,5672515,5114,6,adj
26025,226015240,5152,12,32959993,5111,9,adj
26026,226015240,5152,12,5669236,5114,9,adj
26027,226015240,5152,12,5670186,5111,9,adj
26028,226015240,5152,12,32961937,5111,9,adj
26029,226015240,5152,12,46240376,5114,9,adj
26030,226015240,5152,12,485176773,5114,9,adj
26032,226015240,5152,12,657958254,5114,9,adj
26033,226015240,5152,12,658006848,5153,9,adj
26035,226015240,5152,12,658157671,5153,9,adj
26037,226015240,5152,12,658157674,5153,9,adj
26038,226015240,5152,12,658157676,5153,9,adj
26039,226015240,5152,12,658157679,5153,9,adj
26213,226015254,5152,9,499914751,5114,12,adj
26217,226015254,5152,9,658006851,5153,12,adj
26219,226015254,5152,9,32961934,5111,12,adj
26312,226015266,5113,9,499914751,5114,12,adj
26315,226015266,5113,9,658006851,5153,12,adj
26322,226015266,5113,9,658006846,5153,12,adj
26323,226015266,5113,9,658006853,5153,12,adj
26348,264546995,5113,9,658157667,5152,6,adj
26436,353220074,5122,9,195743334,5114,8,adj
26439,353220074,5122,9,584971419,5114,12,adj
26440,353220074,5122,9,587061863,5114,12,adj
26441,353220074,5122,9,760727187,5114,8,adj
26447,358290454,5113,6,659621109,5152,9,adj
26448,358290454,5113,6,5672629,5114,9,adj
26449,358290454,5113,6,817383471,6103,9,adj
26450,358290454,5113,6,817383474,6103,9,adj
26451,358290454,5113,6,198595470,5111,9,adj
26452,358290454,5113,6,46211829,5121,9,adj
26453,358290454,5113,6,198595549,5113,9,adj
26454,358290454,5113,6,198924727,5113,9,adj
26455,358290454,5113,6,534878088,5122,9,adj
26456,358290454,5113,6,455678353,5114,9,adj
26530,375163661,5114,9,169381960,5113,6,adj
26542,375163661,5114,9,658157667,5152,6,adj
26544,375165501,5113,6,5672629,5114,9,adj
26545,375165501,5113,6,817383471,6103,9,adj
26546,375165501,5113,6,817383474,6103,9,adj
26547,375165501,5113,6,46521995,5114,9,adj
26548,375165501,5113,6,375165666,5113,9,adj
26555,375165666,5113,9,375165501,5113,6,adj
26652,388696207,5114,5,817383471,6103,9,adj
26653,388696207,5114,5,817383474,6103,9,adj
26654,388696207,5114,5,46334594,5114,9,adj
26655,388696207,5114,5,458180199,5114,9,adj
26656,388696207,5114,5,458180198,5114,9,adj
26693,420357249,5114,9,5672515,5114,6,adj
26714,420357249,5114,9,169381960,5113,6,adj
26723,420357249,5114,9,658157667,5152,6,adj
26833,420496091,5114,9,569345474,5114,5,adj
26898,420886242,5113,9,658006846,5153,12,adj
26900,420886242,5113,9,658006853,5153,12,adj
26908,420886247,5113,9,658006846,5153,12,adj
26910,420886247,5113,9,658006853,5153,12,adj
26921,420886628,5114,12,659621109,5152,9,adj
26922,420886628,5114,12,5670236,5122,9,adj
26923,420886628,5114,12,195743326,5113,9,adj
26930,420886630,5114,9,817371315,6103,12,adj
26932,420900705,5114,9,435188577,5153,8,adj
26933,420900705,5114,9,435188583,5153,8,adj
26949,421851202,5114,9,169381960,5113,6,adj
26959,421851202,5114,9,658157667,5152,6,adj
27105,422298615,5114,5,817383471,6103,9,adj
27106,422298615,5114,5,817383474,6103,9,adj
27107,422298615,5114,5,195743342,5114,8,adj
27108,422298615,5114,5,5672290,5114,8,adj
27109,422298615,5114,5,458180198,5114,9,adj
27110,435188577,5153,8,46694760,5122,9,adj
27112,435188577,5153,8,420900705,5114,9,adj
27115,435188577,5153,8,584971448,5114,9,adj
27118,435188582,5153,9,195743339,5114,8,adj
27120,435188582,5153,9,561816395,5152,8,adj
27122,435188582,5153,9,587061856,5114,8,adj
27123,435188583,5153,8,420900705,5114,9,adj
27125,435188583,5153,8,541331773,5122,9,adj
27127,435188583,5153,8,584971448,5114,9,adj
27131,440122867,5114,8,5671357,5122,9,adj
27132,440122867,5114,8,5672411,5122,9,adj
27133,440122867,5114,8,5672941,5122,9,adj
27231,455678353,5114,9,358290454,5113,6,adj
27347,458180198,5114,9,5670874,5114,8,adj
27349,458180198,5114,9,388696207,5114,5,adj
27350,458180198,5114,9,422298615,5114,5,adj
27355,458180199,5114,9,388696207,5114,5,adj
27362,458180200,5114,9,569345474,5114,5,adj
27445,485176773,5114,9,658006851,5153,12,adj
27447,485176773,5114,9,226015240,5152,12,adj
27454,485176773,5114,9,658006846,5153,12,adj
27456,485176773,5114,9,658006853,5153,12,adj
27464,485176774,5114,9,499914751,5114,12,adj
27466,485176774,5114,9,658006851,5153,12,adj
27468,485176774,5114,9,32961934,5111,12,adj
27476,485176774,5114,9,658006846,5153,12,adj
27607,499914751,5114,12,670988059,5152,9,adj
27608,499914751,5114,12,32959993,5111,9,adj
27609,499914751,5114,12,226015254,5152,9,adj
27610,499914751,5114,12,5669236,5114,9,adj
27611,499914751,5114,12,5670186,5111,9,adj
27612,499914751,5114,12,32961937,5111,9,adj
27613,499914751,5114,12,658006848,5153,9,adj
27615,499914751,5114,12,658157671,5153,9,adj
27618,499914751,5114,12,658157674,5153,9,adj
27619,499914751,5114,12,658157676,5153,9,adj
27620,499914751,5114,12,658157677,5153,9,adj
27621,499914751,5114,12,658157679,5153,9,adj
27622,499914751,5114,12,226015266,5113,9,adj
27623,499914751,5114,12,485176774,5114,9,adj
27625,499914751,5114,12,658006852,5153,9,adj
27627,499914751,5114,12,660225527,5113,9,adj
27639,500906018,5153,9,5672515,5114,6,adj
27673,500906020,5153,9,169381960,5113,6,adj
27679,500906020,5153,9,658157667,5152,6,adj
27696,500906025,5153,9,5672515,5114,6,adj
27737,500906026,5153,9,5672515,5114,6,adj
27774,500906027,5153,9,5672515,5114,6,adj
27822,500906030,5153,9,169381960,5113,6,adj
27859,500906031,5153,9,169381960,5113,6,adj
27868,500906031,5153,9,658157667,5152,6,adj
28325,504052597,5153,9,5672515,5114,6,adj
28362,504052600,5153,9,5672515,5114,6,adj
28398,504052601,5153,9,169381960,5113,6,adj
28408,504052601,5153,9,658157667,5152,6,adj
28456,504052604,5153,9,169381960,5113,6,adj
28465,504052604,5153,9,658157667,5152,6,adj
28478,504052605,5153,9,5672515,5114,6,adj
28630,504052621,5153,9,5672515,5114,6,adj
28927,504052637,5153,9,169381960,5113,6,adj
28934,504052637,5153,9,658157667,5152,6,adj
29019,504052641,5153,9,169381960,5113,6,adj
29027,504052641,5153,9,658157667,5152,6,adj
29077,504052644,5153,9,5672515,5114,6,adj
29121,504052645,5153,9,169381960,5113,6,adj
29127,504052645,5153,9,658157667,5152,6,adj
29349,526561557,5153,9,169381960,5113,6,adj
29357,526561557,5153,9,658157667,5152,6,adj
29377,526561559,5153,9,169381960,5113,6,adj
29384,526561559,5153,9,658157667,5152,6,adj
29407,526561560,5153,9,169381960,5113,6,adj
29414,526561560,5153,9,658157667,5152,6,adj
29424,526561561,5153,9,5672515,5114,6,adj
29450,526561562,5153,9,5672515,5114,6,adj
29495,526582564,5114,9,5672515,5114,6,adj
29611,534878088,5122,9,358290454,5113,6,adj
29633,539018144,5111,9,169381960,5113,6,adj
29647,539018144,5111,9,658157667,5152,6,adj
29655,541331773,5122,9,435188583,5153,8,adj
29656,541331773,5122,9,561816395,5152,8,adj
29658,541331773,5122,9,587061856,5114,8,adj
29688,561816395,5152,8,46694760,5122,9,adj
29690,561816395,5152,8,435188582,5153,9,adj
29692,561816395,5152,8,541331773,5122,9,adj
29693,561816395,5152,8,584971448,5114,9,adj
29700,569266480,5113,9,814296537,6103,12,adj
29701,569266480,5113,9,817371315,6103,12,adj
29709,569266481,5122,9,814296537,6103,12,adj
29710,569266481,5122,9,817371315,6103,12,adj
29719,569266483,5113,9,814296537,6103,12,adj
29720,569266483,5113,9,817371315,6103,12,adj
29827,569345474,5114,5,813712302,6103,9,adj
29828,569345474,5114,5,816976506,6103,9,adj
29829,569345474,5114,5,817383471,6103,9,adj
29830,569345474,5114,5,817383474,6103,9,adj
29831,569345474,5114,5,46334594,5114,9,adj
29832,569345474,5114,5,420496091,5114,9,adj
29833,569345474,5114,5,46521995,5114,9,adj
29834,569345474,5114,5,458180200,5114,9,adj
29835,569345474,5114,5,816983741,6103,9,adj
29836,569345474,5114,5,816983744,6103,9,adj
29916,584971419,5114,12,353220074,5122,9,adj
29926,584971448,5114,9,195743339,5114,8,adj
29927,584971448,5114,9,435188577,5153,8,adj
29929,584971448,5114,9,435188583,5153,8,adj
29931,584971448,5114,9,561816395,5152,8,adj
29932,584971448,5114,9,587061856,5114,8,adj
29992,587061856,5114,8,46694760,5122,9,adj
29994,587061856,5114,8,435188582,5153,9,adj
29996,587061856,5114,8,541331773,5122,9,adj
29997,587061856,5114,8,584971448,5114,9,adj
30003,587061863,5114,12,353220074,5122,9,adj
30004,592374690,5114,12,670988059,5152,9,adj
30005,592374690,5114,12,5670236,5122,9,adj
30008,592374690,5114,12,658006852,5153,9,adj
30027,657958254,5114,9,32961934,5111,12,adj
30028,657958254,5114,9,226015240,5152,12,adj
30036,657958254,5114,9,658006846,5153,12,adj
30039,658006846,5153,12,670988059,5152,9,adj
30040,658006846,5153,12,5670236,5122,9,adj
30041,658006846,5153,12,46240376,5114,9,adj
30042,658006846,5153,12,485176773,5114,9,adj
30044,658006846,5153,12,657958254,5114,9,adj
30045,658006846,5153,12,658006848,5153,9,adj
30047,658006846,5153,12,658157671,5153,9,adj
30048,658006846,5153,12,658157676,5153,9,adj
30050,658006846,5153,12,226015266,5113,9,adj
30051,658006846,5153,12,420886242,5113,9,adj
30052,658006846,5153,12,420886247,5113,9,adj
30053,658006846,5153,12,485176774,5114,9,adj
30055,658006846,5153,12,660225527,5113,9,adj
30065,658006848,5153,9,499914751,5114,12,adj
30067,658006848,5153,9,32961934,5111,12,adj
30068,658006848,5153,9,226015240,5152,12,adj
30077,658006848,5153,9,658006846,5153,12,adj
30079,658006851,5153,12,670988059,5152,9,adj
30080,658006851,5153,12,32959993,5111,9,adj
30081,658006851,5153,12,226015254,5152,9,adj
30082,658006851,5153,12,5669236,5114,9,adj
30083,658006851,5153,12,5670186,5111,9,adj
30084,658006851,5153,12,32961937,5111,9,adj
30085,658006851,5153,12,46240376,5114,9,adj
30086,658006851,5153,12,485176773,5114,9,adj
30090,658006851,5153,12,658157674,5153,9,adj
30091,658006851,5153,12,658157676,5153,9,adj
30092,658006851,5153,12,658157677,5153,9,adj
30093,658006851,5153,12,658157679,5153,9,adj
30094,658006851,5153,12,226015266,5113,9,adj
30095,658006851,5153,12,485176774,5114,9,adj
30097,658006851,5153,12,658006852,5153,9,adj
30099,658006851,5153,12,660225527,5113,9,adj
30106,658006852,5153,9,499914751,5114,12,adj
30108,658006852,5153,9,658006851,5153,12,adj
30110,658006852,5153,9,32961934,5111,12,adj
30114,658006852,5153,9,592374690,5114,12,adj
30119,658006853,5153,12,670988059,5152,9,adj
30120,658006853,5153,12,5670236,5122,9,adj
30121,658006853,5153,12,5669236,5114,9,adj
30122,658006853,5153,12,5670186,5111,9,adj
30123,658006853,5153,12,32961937,5111,9,adj
30124,658006853,5153,12,46240376,5114,9,adj
30125,658006853,5153,12,485176773,5114,9,adj
30128,658006853,5153,12,658157671,5153,9,adj
30130,658006853,5153,12,658157674,5153,9,adj
30131,658006853,5153,12,658157676,5153,9,adj
30132,658006853,5153,12,658157677,5153,9,adj
30133,658006853,5153,12,658157679,5153,9,adj
30134,658006853,5153,12,226015266,5113,9,adj
30135,658006853,5153,12,420886242,5113,9,adj
30136,658006853,5153,12,420886247,5113,9,adj
30138,658006853,5153,12,660225527,5113,9,adj
30139,658157667,5152,6,46372158,5152,9,adj
30140,658157667,5152,6,670988059,5152,9,adj
30141,658157667,5152,6,817383471,6103,9,adj
30142,658157667,5152,6,817383474,6103,9,adj
30143,658157667,5152,6,46419223,5152,9,adj
30144,658157667,5152,6,169381965,5113,9,adj
30145,658157667,5152,6,198595470,5111,9,adj
30146,658157667,5152,6,375163661,5114,9,adj
30147,658157667,5152,6,500906031,5153,9,adj
30148,658157667,5152,6,539018144,5111,9,adj
30149,658157667,5152,6,32947289,5111,9,adj
30150,658157667,5152,6,32947559,5111,9,adj
30151,658157667,5152,6,68668522,5114,9,adj
30152,658157667,5152,6,198595507,5111,9,adj
30153,658157667,5152,6,420357249,5114,9,adj
30154,658157667,5152,6,32947509,5111,9,adj
30156,658157667,5152,6,264546995,5113,9,adj
30157,658157667,5152,6,421851202,5114,9,adj
30158,658157667,5152,6,500906020,5153,9,adj
30159,658157667,5152,6,504052601,5153,9,adj
30160,658157667,5152,6,504052604,5153,9,adj
30161,658157667,5152,6,504052637,5153,9,adj
30162,658157667,5152,6,504052641,5153,9,adj
30163,658157667,5152,6,504052645,5153,9,adj
30164,658157667,5152,6,526561557,5153,9,adj
30165,658157667,5152,6,526561559,5153,9,adj
30166,658157667,5152,6,526561560,5153,9,adj
30182,658157670,5152,9,169381960,5113,6,adj
30199,658157671,5153,9,499914751,5114,12,adj
30201,658157671,5153,9,32961934,5111,12,adj
30202,658157671,5153,9,226015240,5152,12,adj
30208,658157671,5153,9,658006846,5153,12,adj
30210,658157671,5153,9,658006853,5153,12,adj
30219,658157674,5153,9,499914751,5114,12,adj
30222,658157674,5153,9,658006851,5153,12,adj
30224,658157674,5153,9,32961934,5111,12,adj
30225,658157674,5153,9,226015240,5152,12,adj
30229,658157674,5153,9,658006853,5153,12,adj
30237,658157676,5153,9,499914751,5114,12,adj
30240,658157676,5153,9,658006851,5153,12,adj
30241,658157676,5153,9,32961934,5111,12,adj
30242,658157676,5153,9,226015240,5152,12,adj
30247,658157676,5153,9,658006846,5153,12,adj
30249,658157676,5153,9,658006853,5153,12,adj
30256,658157677,5153,9,499914751,5114,12,adj
30259,658157677,5153,9,658006851,5153,12,adj
30261,658157677,5153,9,32961934,5111,12,adj
30265,658157677,5153,9,658006853,5153,12,adj
30272,658157679,5153,9,499914751,5114,12,adj
30275,658157679,5153,9,658006851,5153,12,adj
30277,658157679,5153,9,226015240,5152,12,adj
30281,658157679,5153,9,658006853,5153,12,adj
30318,658583344,5122,9,224424139,5152,8,adj
30332,659621109,5152,9,814296537,6103,12,adj
30333,659621109,5152,9,817371315,6103,12,adj
30334,659621109,5152,9,420886628,5114,12,adj
30363,659621109,5152,9,358290454,5113,6,adj
30403,660225527,5113,9,499914751,5114,12,adj
30406,660225527,5113,9,658006851,5153,12,adj
30411,660225527,5113,9,658006846,5153,12,adj
30413,660225527,5113,9,658006853,5153,12,adj
30425,660225529,5122,9,814296537,6103,12,adj
30426,660225529,5122,9,817371315,6103,12,adj
30459,670988059,5152,9,499914751,5114,12,adj
30462,670988059,5152,9,658006851,5153,12,adj
30465,670988059,5152,9,592374690,5114,12,adj
30476,670988059,5152,9,658006846,5153,12,adj
30477,670988059,5152,9,658006853,5153,12,adj
30538,670988059,5152,9,169381960,5113,6,adj
